Uberstrain	Name	Comment	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly barcode
ESC_ZA5609AA	CAN28	PATH-SAFE project	traces-0pvtaXn;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5609AA	Assembled	63	123725	5257904	Escherichia coli / Shigella;96.36%	158	82919	4.1	ESC_DC3177AA_AS
ESC_ZA5610AA	CAN127	PATH-SAFE project	traces-0DRgEmR;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5610AA	Assembled	137	366885	5301582	Escherichia coli / Shigella;96.5%	82	112008	4.1	ESC_DC3178AA_AS
ESC_ZA5611AA	CAN126	PATH-SAFE project	traces-0esNZdq;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5611AA	Assembled	113	366322	5217478	Escherichia coli / Shigella;96.06%	137	71562	4.1	ESC_DC3179AA_AS
ESC_ZA5612AA	CAN125	PATH-SAFE project	traces-0noViyw;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5612AA	Assembled	154	363168	5666291	Escherichia coli / Shigella;98.8%	121	94546	4.1	ESC_DC3180AA_AS
ESC_ZA5613AA	CAN124	PATH-SAFE project	traces-0BFYmZQ;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5613AA	Assembled	111	382532	5284758	Escherichia coli / Shigella;100.0%	93	20046	4.1	ESC_DC3181AA_AS
ESC_ZA5614AA	CAN123	PATH-SAFE project	traces-0LTVUaL;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5614AA	Assembled	178	303005	4702884	Escherichia coli / Shigella;97.22%	50	9302	4.1	ESC_DC3182AA_AS
ESC_ZA5615AA	CAN122	PATH-SAFE project	traces-0vawsTs;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5615AA	Assembled	149	164259	5369744	Escherichia coli / Shigella;95.7%	143	77703	4.1	ESC_DC3183AA_AS
ESC_ZA5616AA	CAN121	PATH-SAFE project	traces-0yYOjPV;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5616AA	Assembled	135	419098	5128320	Escherichia coli / Shigella;100.0%	59	9672	4.1	ESC_DC3184AA_AS
ESC_ZA5617AA	CAN120	PATH-SAFE project	traces-0IgDIaL;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5617AA	Assembled	113	301990	4908604	Escherichia coli / Shigella;100.0%	49	9195	4.1	ESC_DC3185AA_AS
ESC_ZA5618AA	HB21	PATH-SAFE project	traces-0FvYtBa;ILLUMINA;Paired;;;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5618AA	Assembled	144	169578	5276567	Escherichia coli / Shigella;100.0%	88	19300	4.1	ESC_DC3186AA_AS
ESC_ZA5619AA	HB13	PATH-SAFE project	traces-0GqMNVb;ILLUMINA;Paired;;;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5619AA	Assembled	140	819033	5097294	Escherichia coli / Shigella;100.0%	33	95577	4.1	ESC_DC3187AA_AS
ESC_ZA5620AA	HU19	PATH-SAFE project	traces-0BndXIV;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5620AA	Assembled	142	129843	5041821	Escherichia coli / Shigella;95.3%	113	18155	4.1	ESC_DC3188AA_AS
ESC_ZA5621AA	HU63	PATH-SAFE project	traces-0juYhPY;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5621AA	Assembled	118	196749	5008115	Escherichia coli / Shigella;98.41%	87	11174	4.1	ESC_DC3189AA_AS
ESC_ZA5622AA	CAN129	PATH-SAFE project	traces-0GwHgit;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5622AA	Assembled	182	165902	4886916	Escherichia coli / Shigella;94.44%	92	40661	4.1	ESC_DC3190AA_AS
ESC_ZA5623AA	CAN128	PATH-SAFE project	traces-0MbRQUr;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5623AA	Assembled	165	590146	5096875	Escherichia coli / Shigella;100.0%	58	56601	4.1	ESC_DC3191AA_AS
ESC_ZA5624AA	HB20	PATH-SAFE project	traces-0mzxtnt;ILLUMINA;Paired;;;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5624AA	Assembled	108	50770	5931163	Escherichia coli / Shigella;99.48%	724	93234	4.1	ESC_DC3192AA_AS
ESC_ZA5625AA	HU28	PATH-SAFE project	traces-0xnsupT;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5625AA	Assembled	126	80661	4906298	Escherichia coli / Shigella;91.32%	169	78949	4.1	ESC_DC3193AA_AS
ESC_ZA5626AA	HB03	PATH-SAFE project	traces-0WCBbqK;ILLUMINA;Paired;;;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5626AA	Assembled	102	221748	5281294	Escherichia coli / Shigella;98.82%	129	37111	4.1	ESC_DC3194AA_AS
ESC_ZA5627AA	HU23	PATH-SAFE project	traces-0BEXdEi;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5627AA	Assembled	111	604535	5050426	Escherichia coli / Shigella;100.0%	31	9738	4.1	ESC_DC3195AA_AS
ESC_ZA5628AA	HU22	PATH-SAFE project	traces-0TzcqjY;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5628AA	Assembled	127	306962	5318573	Escherichia coli / Shigella;98.39%	103	68210	4.1	ESC_DC3196AA_AS
ESC_ZA5629AA	HU21	PATH-SAFE project	traces-0dhvvCI;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5629AA	Assembled	123	766051	4992102	Escherichia coli / Shigella;100.0%	38	10868	4.1	ESC_DC3197AA_AS
ESC_ZA5630AA	HU27	PATH-SAFE project	traces-0jCTEPS;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5630AA	Assembled	80	179617	5331341	Escherichia coli / Shigella;97.85%	156	22085	4.1	ESC_DC3198AA_AS
ESC_ZA5631AA	HU26	PATH-SAFE project	traces-0zvDTos;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5631AA	Assembled	151	338103	5035031	Escherichia coli / Shigella;98.53%	96	27941	4.1	ESC_DC3199AA_AS
ESC_ZA5632AA	HU25	PATH-SAFE project	traces-0rLDkca;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5632AA	Assembled	184	240836	5186445	Escherichia coli / Shigella;95.99%	69	24060	4.1	ESC_DC3200AA_AS
ESC_ZA5633AA	HB23	PATH-SAFE project	traces-0vTLsKs;ILLUMINA;Paired;;;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5633AA	Assembled	92	300298	5138670	Escherichia coli / Shigella;95.65%	72	14369	4.1	ESC_DC3201AA_AS
ESC_ZA5634AA	HU72	PATH-SAFE project	traces-0bgcrOv;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5634AA	Assembled	148	143532	5034897	Escherichia coli / Shigella;98.65%	92	17569	4.1	ESC_DC3202AA_AS
ESC_ZA5635AA	HB12	PATH-SAFE project	traces-0ZRBCmv;ILLUMINA;Paired;;;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5635AA	Assembled	139	230266	5062754	Escherichia coli / Shigella;98.44%	86	27204	4.1	ESC_DC3203AA_AS
ESC_ZA5636AA	HB24	PATH-SAFE project	traces-0cFOUjU;ILLUMINA;Paired;;;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5636AA	Assembled	113	382564	4971698	Escherichia coli / Shigella;97.37%	48	45741	4.1	ESC_DC3204AA_AS
ESC_ZA5638AA	CAN36	PATH-SAFE project	traces-0NEQlhl;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5638AA	Assembled	209	344027	5272902	Escherichia coli / Shigella;100.0%	76	11859	4.1	ESC_DC3206AA_AS
ESC_ZA5639AA	CAN37	PATH-SAFE project	traces-0qgYzHc;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5639AA	Assembled	833	263952	4881400	Escherichia coli / Shigella;97.73%	70	10927	4.1	ESC_DC3207AA_AS
ESC_ZA5640AA	CAN34	PATH-SAFE project	traces-0ZyAslF;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5640AA	Assembled	109	352019	5099046	Escherichia coli / Shigella;98.0%	76	9338	4.1	ESC_DC3208AA_AS
ESC_ZA5641AA	CAN35	PATH-SAFE project	traces-0MGCzUW;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5641AA	Assembled	122	509528	5040985	Escherichia coli / Shigella;100.0%	68	7667	4.1	ESC_DC3209AA_AS
ESC_ZA5642AA	CAN32	PATH-SAFE project	traces-0SJQSgB;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5642AA	Assembled	158	382532	5100318	Escherichia coli / Shigella;98.11%	82	9725	4.1	ESC_DC3210AA_AS
ESC_ZA5643AA	CAN33	PATH-SAFE project	traces-0scUWQs;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5643AA	Assembled	59	408068	5154359	Escherichia coli / Shigella;97.67%	70	51806	4.1	ESC_DC3211AA_AS
ESC_ZA5644AA	CAN30	PATH-SAFE project	traces-0WNmpkW;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5644AA	Assembled	156	352019	5100066	Escherichia coli / Shigella;100.0%	90	10095	4.1	ESC_DC3212AA_AS
ESC_ZA5645AA	CAN31	PATH-SAFE project	traces-0babsyQ;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5645AA	Assembled	145	298434	5252797	Escherichia coli / Shigella;98.83%	134	12558	4.1	ESC_DC3213AA_AS
ESC_ZA5646AA	HU73	PATH-SAFE project	traces-0wBiNhe;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5646AA	Assembled	121	460097	5175849	Escherichia coli / Shigella;100.0%	58	11172	4.1	ESC_DC3214AA_AS
ESC_ZA5647AA	CAN38	PATH-SAFE project	traces-0RqjQMP;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5647AA	Assembled	117	351166	5111817	Escherichia coli / Shigella;98.04%	70	13326	4.1	ESC_DC3215AA_AS
ESC_ZA5648AA	CAN39	PATH-SAFE project	traces-0ergxmL;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5648AA	Assembled	60	287833	5089810	Escherichia coli / Shigella;100.0%	91	11245	4.1	ESC_DC3216AA_AS
ESC_ZA5649AA	CAN152	PATH-SAFE project	traces-0xGsDxA;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5649AA	Assembled	104	313599	5063410	Escherichia coli / Shigella;95.46%	63	36203	4.1	ESC_DC3217AA_AS
ESC_ZA5650AA	CAN153	PATH-SAFE project	traces-0ayVffx;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5650AA	Assembled	98	241702	4755692	Escherichia coli / Shigella;97.92%	71	14017	4.1	ESC_DC3218AA_AS
ESC_ZA5651AA	CAN150	PATH-SAFE project	traces-0VHGIhJ;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5651AA	Assembled	155	307948	5182648	Escherichia coli / Shigella;100.0%	65	16916	4.1	ESC_DC3219AA_AS
ESC_ZA5652AA	CAN151	PATH-SAFE project	traces-0CwKNku;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5652AA	Assembled	97	414781	5074048	Escherichia coli / Shigella;100.0%	60	28284	4.1	ESC_DC3220AA_AS
ESC_ZA5653AA	CAN156	PATH-SAFE project	traces-0qxSzPm;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5653AA	Assembled	93	192842	4974320	Escherichia coli / Shigella;95.52%	90	49437	4.1	ESC_DC3221AA_AS
ESC_ZA5654AA	CAN157	PATH-SAFE project	traces-0vGIbSc;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5654AA	Assembled	122	311223	5065723	Escherichia coli / Shigella;97.92%	71	8515	4.1	ESC_DC3222AA_AS
ESC_ZA5655AA	CAN154	PATH-SAFE project	traces-0mCznfu;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5655AA	Assembled	109	147395	5171345	Escherichia coli / Shigella;100.0%	125	12271	4.1	ESC_DC3223AA_AS
ESC_ZA5656AA	CAN155	PATH-SAFE project	traces-0AzDMAN;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5656AA	Assembled	77	251138	5063535	Escherichia coli / Shigella;97.78%	67	22840	4.1	ESC_DC3224AA_AS
ESC_ZA5657AA	CAN158	PATH-SAFE project	traces-0itwHFY;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5657AA	Assembled	100	338802	5277810	Escherichia coli / Shigella;98.07%	78	9066	4.1	ESC_DC3225AA_AS
ESC_ZA5658AA	CAN159	PATH-SAFE project	traces-0obKAwq;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5658AA	Assembled	88	345481	5236215	Escherichia coli / Shigella;97.23%	111	71144	4.1	ESC_DC3226AA_AS
ESC_ZA5659AA	HU03	PATH-SAFE project	traces-0CmIUot;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5659AA	Assembled	210	142835	4895957	Escherichia coli / Shigella;98.61%	86	32525	4.1	ESC_DC3227AA_AS
ESC_ZA5660AA	HU09	PATH-SAFE project	traces-0QOVfbG;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5660AA	Assembled	137	313848	5414163	Escherichia coli / Shigella;98.48%	104	16416	4.1	ESC_DC3228AA_AS
ESC_ZA5661AA	CAN89	PATH-SAFE project	traces-0oOZBdP;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5661AA	Assembled	231	253931	5210269	Escherichia coli / Shigella;98.15%	83	52957	4.1	ESC_DC3229AA_AS
ESC_ZA5662AA	CAN88	PATH-SAFE project	traces-0IIzwly;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5662AA	Assembled	216	250516	5004306	Escherichia coli / Shigella;95.16%	91	25455	4.1	ESC_DC3230AA_AS
ESC_ZA5663AA	HB14	PATH-SAFE project	traces-0zSfYlT;ILLUMINA;Paired;;;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5663AA	Assembled	117	818788	5098547	Escherichia coli / Shigella;100.0%	36	11800	4.1	ESC_DC3231AA_AS
ESC_ZA5664AA	CAN83	PATH-SAFE project	traces-0sjLEjS;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5664AA	Assembled	63	383732	5135799	Escherichia coli / Shigella;100.0%	89	14796	4.1	ESC_DC3232AA_AS
ESC_ZA5665AA	CAN82	PATH-SAFE project	traces-0YebpCN;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5665AA	Assembled	72	428683	5123733	Escherichia coli / Shigella;100.0%	67	16327	4.1	ESC_DC3233AA_AS
ESC_ZA5666AA	CAN81	PATH-SAFE project	traces-0nsVnEO;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5666AA	Assembled	92	323850	5210781	Escherichia coli / Shigella;98.04%	76	55539	4.1	ESC_DC3234AA_AS
ESC_ZA5667AA	CAN80	PATH-SAFE project	traces-0OzqXwy;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5667AA	Assembled	59	287148	5187614	Escherichia coli / Shigella;100.0%	78	11525	4.1	ESC_DC3235AA_AS
ESC_ZA5668AA	CAN86	PATH-SAFE project	traces-0MSkefu;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5668AA	Assembled	204	469024	5074535	Escherichia coli / Shigella;100.0%	59	32706	4.1	ESC_DC3236AA_AS
ESC_ZA5669AA	CAN85	PATH-SAFE project	traces-0eLUOvb;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5669AA	Assembled	99	236055	4761599	Escherichia coli / Shigella;95.84%	67	7964	4.1	ESC_DC3237AA_AS
ESC_ZA5670AA	CAN84	PATH-SAFE project	traces-0qKNoUq;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5670AA	Assembled	79	184973	5002652	Escherichia coli / Shigella;98.46%	95	24900	4.1	ESC_DC3238AA_AS
ESC_ZA5671AA	CAN03	PATH-SAFE project	traces-0PQunns;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5671AA	Assembled	143	404305	5231156	Escherichia coli / Shigella;92.3%	99	74138	4.1	ESC_DC3239AA_AS
ESC_ZA5672AA	CAN02	PATH-SAFE project	traces-0TlDOoR;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5672AA	Assembled	97	342170	5115782	Escherichia coli / Shigella;98.38%	119	9324	4.1	ESC_DC3240AA_AS
ESC_ZA5673AA	CAN07	PATH-SAFE project	traces-0oSpmBS;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5673AA	Assembled	104	350519	4806061	Escherichia coli / Shigella;85.17%	77	11785	4.1	ESC_DC3241AA_AS
ESC_ZA5674AA	CAN06	PATH-SAFE project	traces-0qpfxUS;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5674AA	Assembled	228	193426	4863744	Escherichia coli / Shigella;98.22%	80	14423	4.1	ESC_DC3242AA_AS
ESC_ZA5675AA	CAN05	PATH-SAFE project	traces-0eAoTlX;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5675AA	Assembled	310	310549	5048705	Escherichia coli / Shigella;98.41%	93	9426	4.1	ESC_DC3243AA_AS
ESC_ZA5676AA	CAN04	PATH-SAFE project	traces-0xdqxQN;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5676AA	Assembled	328	313235	5393794	Escherichia coli / Shigella;98.72%	129	154949	4.1	ESC_DC3244AA_AS
ESC_ZA5677AA	CAN09	PATH-SAFE project	traces-0uFphqb;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5677AA	Assembled	181	373533	5140001	Escherichia coli / Shigella;100.0%	106	128297	4.1	ESC_DC3245AA_AS
ESC_ZA5678AA	CAN08	PATH-SAFE project	traces-0Wbayqj;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5678AA	Assembled	271	436035	4992016	Escherichia coli / Shigella;100.0%	78	13445	4.1	ESC_DC3246AA_AS
ESC_ZA5679AA	CAN141	PATH-SAFE project	traces-0jbrSPl;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5679AA	Assembled	195	321703	5034971	Escherichia coli / Shigella;100.0%	65	15255	4.1	ESC_DC3247AA_AS
ESC_ZA5680AA	CAN140	PATH-SAFE project	traces-0niQGcl;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5680AA	Assembled	165	72467	5078594	Escherichia coli / Shigella;99.4%	190	100779	4.1	ESC_DC3248AA_AS
